COD_ESCOLA;SITUACAO_FUNCIONAMENTO;TIPO_LOCALIZACAO;TIPO_REDE;ENDERECO_BAIRRO;MUNICIPIO;ESTADO;CEP;LATITUDE;LONGITUDE;QT_SALAS_EXISTENTES;QT_SALAS_UTILIZADAS;QT_MAT_INF;QT_MAT_FUND_AI;QT_MAT_FUND_AF;QT_MAT_MED;QT_MAT_EJA;QT_MAT_PROF;QT_MAT_ESP;QT_DOC_INF;QT_DOC_FUND_AI;QT_DOC_FUND_AF;QT_DOC_MED;QT_DOC_EJA;QT_DOC_PROF;QT_TUR_INF;QT_TUR_FUND_AI;QT_TUR_FUND_AF;QT_TUR_MED;QT_TUR_EJA;QT_TUR_PROF
41125720;Em Atividade;Urbana;Municipal;CAMPO PEQUENO;Colombo;PR;83404010;-25.367327;-49.200985;null;6;85;0;0;0;0;0;0;11;0;0;0;0;0;6;0;0;0;0;0
41154720;Em Atividade;Urbana;Municipal;JD CENTRAL;Colombo;PR;83409650;-25.382467;-49.180977;null;8;181;0;0;0;0;0;2;16;0;0;0;0;0;10;0;0;0;0;0
41369769;Em Atividade;Urbana;Municipal;VL GILCY;Campo Largo;PR;83609110;-25.455196;-49.392822;null;8;147;0;0;0;0;0;1;9;0;0;0;0;0;8;0;0;0;0;0
41358295;Em Atividade;Urbana;Municipal;GUARAITUBA;Colombo;PR;83410110;-25.3556;-49.16547;null;10;253;0;0;0;0;0;1;16;0;0;0;0;0;12;0;0;0;0;0
41151860;Em Atividade;Urbana;Privada;null;Colombo;PR;83404000;-25.361158;-49.20908;null;6;0;103;0;0;0;0;0;0;7;0;0;0;0;0;5;0;0;0;0
41125320;Em Atividade;Urbana;Municipal;JD ESMERALDA;Campo Largo;PR;83604090;-25.467886;-49.563152;null;11;133;426;0;0;0;0;16;5;18;0;0;0;0;6;16;0;0;0;0
41163427;Em Atividade;Urbana;Municipal;JARDIM EUCALIPTO;Colombo;PR;83413372;null;null;null;5;98;0;0;0;0;0;0;9;0;0;0;0;0;5;0;0;0;0;0
41125568;Em Atividade;Urbana;Estadual;VILA FERRARI;Campo Largo;PR;83606330;-25.440664;-49.524017;null;6;0;0;264;94;0;0;14;0;0;21;16;0;0;0;0;9;3;0;0
41147375;Em Atividade;Urbana;Federal;VILA SOLENE;Campo Largo;PR;83607140;null;null;null;17;0;0;0;337;81;551;17;0;0;0;44;16;50;0;0;0;10;3;17
41125088;Em Atividade;Urbana;Privada;CENTRO;Campo Largo;PR;83601140;-25.45637;-49.528473;null;12;8;23;0;0;120;0;151;6;10;0;0;18;0;2;8;0;0;16;0
41146727;Em Atividade;Urbana;Municipal;JD GUARUJA;Colombo;PR;83407290;-25.340595;-49.180714;null;12;40;304;0;0;0;0;13;5;24;0;0;0;0;2;15;0;0;0;0
41163443;Em Atividade;Urbana;Municipal;PARQUE DOS LAGOS;Colombo;PR;83413393;null;null;null;10;239;0;0;0;0;0;3;14;0;0;0;0;0;12;0;0;0;0;0
41125843;Em Atividade;Urbana;Municipal;CAMPO PEQUENO;Colombo;PR;83403300;-25.356066;-49.20835;null;9;53;262;0;0;0;0;9;3;14;0;0;0;0;3;13;0;0;0;0
41380398;Em Atividade;Urbana;Privada;VILA OPERARIA;Campo Largo;PR;83601090;-25.461407;-49.51662;null;16;49;75;0;0;0;0;2;6;12;0;0;0;0;4;5;0;0;0;0
41125681;Em Atividade;Urbana;Municipal;JD DAS OLIVEIRAS;Colombo;PR;83407800;-25.349283;-49.199875;null;16;99;596;0;0;0;0;35;7;29;0;0;0;0;4;25;0;0;0;0
41361687;Em Atividade;Rural;Estadual;DIST TRES CORREGOS;Campo Largo;PR;83642970;-25.221073;-49.63133;null;22;0;0;138;84;0;0;14;0;0;15;14;0;0;0;0;8;4;0;0
41152824;Em Atividade;Urbana;Municipal;null;Colombo;PR;83405060;-25.364294;-49.191444;null;13;209;0;0;0;0;0;0;16;0;0;0;0;0;11;0;0;0;0;0
41160401;Em Atividade;Urbana;Privada;SAO GABRIEL;Colombo;PR;83407106;-25.33919;-49.187862;null;5;18;0;0;0;0;0;0;5;0;0;0;0;0;8;0;0;0;0;0
41164547;Em Atividade;Urbana;Privada;CAMPO PEQUENO;Colombo;PR;83404700;null;null;null;5;0;2;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
41369920;Em Atividade;Urbana;Municipal;JD RONDINHA;Campo Largo;PR;83607310;-25.448704;-49.482113;null;6;109;0;0;0;0;0;1;7;0;0;0;0;0;5;0;0;0;0;0
41143582;Em Atividade;Urbana;Estadual;AGUAS CLARAS;Campo Largo;PR;83602210;-25.476313;-49.55017;null;18;0;0;310;186;0;0;11;0;0;25;17;0;0;0;0;12;7;0;0
41163117;Em Atividade;Urbana;Privada;ROCA GRANDE;Colombo;PR;83402000;-25.349049;-49.22184;null;18;20;166;157;73;0;0;0;3;11;15;22;0;0;2;8;5;3;0;0
41126084;Paralisada;Urbana;Privada;CENTRO;Colombo;PR;83414020;-25.293097;-49.23161;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41126483;Em Atividade;Urbana;Municipal;VL CORDEIRO;Colombo;PR;83411030;-25.348536;-49.164173;null;8;47;325;0;0;0;0;6;4;17;0;0;0;0;2;14;0;0;0;0
41154711;Em Atividade;Urbana;Municipal;VALE DAS FLORES;Colombo;PR;83411400;-25.332865;-49.151115;null;8;174;0;0;0;0;0;7;15;0;0;0;0;0;10;0;0;0;0;0
41126076;Em Atividade;Urbana;Municipal;JD PALMARES;Colombo;PR;83412540;-25.376284;-49.144783;null;4;80;0;0;0;0;0;4;7;0;0;0;0;0;4;0;0;0;0;0
41358368;Em Atividade;Urbana;Municipal;JD ESMERALDA;Colombo;PR;83403340;-25.34486;-49.207764;null;5;139;0;0;0;0;0;3;11;0;0;0;0;0;7;0;0;0;0;0
41361679;Em Atividade;Urbana;Estadual;BOM JESUS;Campo Largo;PR;83604390;-25.454168;-49.552998;null;9;0;0;181;152;0;0;26;0;0;18;18;0;0;0;0;8;5;0;0
41126424;Em Atividade;Urbana;Municipal;JD SAO SEBASTIAO;Colombo;PR;83407080;-25.339115;-49.19144;null;5;90;0;0;0;0;0;4;10;0;0;0;0;0;5;0;0;0;0;0
41143787;Em Atividade;Urbana;Estadual;VL SAO JOSE;Colombo;PR;83410330;-25.360403;-49.156567;null;13;0;0;881;460;0;0;28;0;0;35;33;0;0;0;0;26;13;0;0
41148053;Em Atividade;Urbana;Municipal;PARQUE EMBU;Colombo;PR;83414000;-25.30564;-49.212963;null;6;77;0;0;0;0;0;0;10;0;0;0;0;0;6;0;0;0;0;0
41154703;Em Atividade;Urbana;Municipal;JD OSASCO;Colombo;PR;83403100;-25.351444;-49.21366;null;24;208;0;0;0;0;0;3;13;0;0;0;0;0;11;0;0;0;0;0
41125240;Em Atividade;Urbana;Privada;CENTRO;Campo Largo;PR;83601140;-25.454277;-49.52734;null;60;27;75;82;37;0;0;7;5;8;12;14;0;0;4;5;4;3;0;0
41125509;Em Atividade;Urbana;Municipal;RIVABEM;Campo Largo;PR;83605610;-25.444569;-49.552776;null;14;116;255;0;0;0;0;11;5;12;0;0;0;0;6;11;0;0;0;0
41158164;Em Atividade;Urbana;Privada;SAO GABRIEL;Colombo;PR;83404780;-25.3511;-49.201878;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41126190;Em Atividade;Urbana;Municipal;JD SANTA TEREZA;Colombo;PR;83401380;-25.318861;-49.23089;null;7;98;265;0;0;0;0;9;9;12;0;0;0;0;4;10;0;0;0;0
41126254;Em Atividade;Urbana;Municipal;JD CAMPO ALTO;Colombo;PR;83408090;-25.378908;-49.18673;null;13;75;341;0;0;0;0;12;7;20;0;0;0;0;4;16;0;0;0;0
41126262;Em Atividade;Rural;Municipal;CAPIVARI;Colombo;PR;83414430;-25.255041;-49.15637;null;6;38;127;0;0;0;0;3;4;7;0;0;0;0;2;6;0;0;0;0
41383494;Em Atividade;Urbana;Municipal;FERRARIA;Campo Largo;PR;83609470;-25.467676;-49.41205;null;7;57;164;0;0;0;0;6;3;9;0;0;0;0;4;8;0;0;0;0
41125690;Em Atividade;Urbana;Municipal;JD PANORAMA;Colombo;PR;83412120;-25.376007;-49.125713;null;6;0;224;0;0;0;0;1;0;15;0;0;0;0;0;12;0;0;0;0
41361644;Em Atividade;Urbana;Estadual;JD SOCIAL;Campo Largo;PR;83606010;-25.441078;-49.546078;null;14;0;0;0;97;0;0;1;0;0;0;19;0;0;0;0;0;3;0;0
41125908;Em Atividade;Urbana;Municipal;VILA GUARANI;Colombo;PR;83409510;-25.377028;-49.18213;null;6;104;0;0;0;0;0;4;14;0;0;0;0;0;6;0;0;0;0;0
41152840;Em Atividade;Urbana;Municipal;PALMITAL;Colombo;PR;83413392;-25.371225;-49.16911;null;14;80;612;0;0;0;0;10;3;24;0;0;0;0;4;24;0;0;0;0
41158237;Em Atividade;Urbana;Privada;JD EUCALIPTOS;Colombo;PR;83408477;-25.365133;-49.178944;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41126378;Em Atividade;Urbana;Municipal;JD GUAIRA;Colombo;PR;83402640;-25.348278;-49.21544;null;7;109;0;0;0;0;0;4;12;0;0;0;0;0;7;0;0;0;0;0
41125258;Em Atividade;Urbana;Municipal;SALGADINHO;Campo Largo;PR;83648000;-25.417027;-49.504078;null;4;43;100;0;0;0;0;1;2;8;0;0;0;0;2;5;0;0;0;0
41126106;Em Atividade;Urbana;Estadual;JD GUADALAJARA;Colombo;PR;83402360;-25.346096;-49.22247;null;10;0;0;331;179;0;0;9;0;0;26;24;0;0;0;0;12;7;0;0
41158229;Em Atividade;Urbana;Privada;JD CRISTINA III;Colombo;PR;83410090;-25.356737;-49.159725;null;7;25;0;0;0;0;0;0;2;0;0;0;0;0;2;0;0;0;0;0
41369777;Em Atividade;Urbana;Municipal;ITAQUI;Campo Largo;PR;83604220;-25.468328;-49.568554;null;10;156;244;0;0;0;0;9;6;13;0;0;0;0;8;10;0;0;0;0
41372808;Em Atividade;Urbana;Municipal;JD FLORESTAL;Campo Largo;PR;83602340;-25.47242;-49.52014;null;17;3;48;0;0;79;0;130;3;13;0;0;13;0;1;20;0;0;11;0
41125398;Em Atividade;Urbana;Municipal;CENTRO;Campo Largo;PR;83601295;-25.467878;-49.531418;null;7;96;254;0;0;0;0;8;3;12;0;0;0;0;4;10;0;0;0;0
41126157;Em Atividade;Urbana;Municipal;BELO RINCAO;Colombo;PR;83412260;-25.361835;-49.146538;null;6;38;233;0;0;0;0;10;2;12;0;0;0;0;2;10;0;0;0;0
41155920;Em Atividade;Urbana;Privada;JARDIM MARAMBAIA;Colombo;PR;83404000;-25.362638;-49.20884;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41369750;Em Atividade;Urbana;Municipal;CERCADINHO;Campo Largo;PR;83601970;-25.438025;-49.455696;null;4;66;0;0;0;0;0;1;6;0;0;0;0;0;4;0;0;0;0;0
41358252;Em Atividade;Urbana;Privada;CAMPO PEQUENO;Colombo;PR;83404230;-25.371317;-49.20109;null;11;76;88;0;0;0;0;1;6;4;0;0;0;0;6;6;0;0;0;0
41125827;Em Atividade;Urbana;Municipal;JD ADRIANA;Colombo;PR;83408450;-25.362528;-49.18278;null;5;96;0;0;0;0;0;0;10;0;0;0;0;0;5;0;0;0;0;0
41358350;Em Atividade;Urbana;Municipal;JD SANTA TEREZA;Colombo;PR;83401480;-25.31869;-49.232624;null;3;46;0;0;0;0;0;2;5;0;0;0;0;0;3;0;0;0;0;0
41125150;Em Atividade;Urbana;Municipal;BOM JESUS;Campo Largo;PR;83604390;-25.454088;-49.553062;null;17;57;167;0;0;0;0;31;3;12;0;0;0;0;3;7;0;0;0;0
41124960;Em Atividade;Urbana;Privada;RONDINHA;Campo Largo;PR;83607285;-25.443577;-49.479378;null;8;0;8;0;0;16;0;24;0;4;0;0;5;0;0;5;0;0;4;0
41569890;Paralisada;Urbana;Privada;OSASCO;Colombo;PR;83403140;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41125770;Em Atividade;Urbana;Estadual;MARACANA;Colombo;PR;83408010;-25.36604;-49.186535;null;20;0;0;729;686;0;73;26;0;0;36;47;0;17;0;0;21;19;0;2
41369874;Em Atividade;Urbana;Estadual;OURO VERDE;Campo Largo;PR;83606290;-25.447018;-49.527298;null;5;0;0;257;92;0;0;13;0;0;14;20;0;0;0;0;9;3;0;0
41126270;Em Atividade;Urbana;Municipal;JD N S DE FATIMA;Colombo;PR;83405040;-25.361227;-49.186363;null;16;84;371;0;0;0;0;22;10;15;0;0;0;0;4;16;0;0;0;0
41125053;Em Atividade;Urbana;Estadual;JD ESMERALDA;Campo Largo;PR;83604120;-25.468922;-49.56229;null;11;0;0;451;325;0;41;27;0;0;27;33;0;13;0;0;15;10;0;1
41375602;Em Atividade;Urbana;Estadual;MONTE CASTELO;Colombo;PR;83411380;-25.327057;-49.14934;null;12;0;0;537;237;0;0;9;0;0;31;23;0;0;0;0;17;7;0;0
41598113;Em Atividade;Rural;Municipal;POCO NEGRO;Colombo;PR;83415115;-25.253971;-49.187943;null;12;116;380;0;0;0;0;1;12;22;0;0;0;0;5;15;0;0;0;0
41149904;Em Atividade;Urbana;Municipal;JD GUARAITUBA;Colombo;PR;83410040;-25.36353;-49.17005;null;7;160;0;0;0;0;0;5;14;0;0;0;0;0;9;0;0;0;0;0
41369912;Em Atividade;Urbana;Municipal;JARDIM KELI CRISTINA;Campo Largo;PR;83609470;-25.468164;-49.412254;null;5;51;0;0;0;0;0;0;7;0;0;0;0;0;4;0;0;0;0;0
41416228;Em Atividade;Urbana;Municipal;ATUBA;Colombo;PR;83414000;-25.388191;-49.1904;null;11;67;0;0;0;0;0;2;10;0;0;0;0;0;5;0;0;0;0;0
41380703;Em Atividade;Urbana;Privada;VL DE LURDES;Campo Largo;PR;83601570;-25.459858;-49.51147;null;9;50;50;0;0;0;0;1;4;9;0;0;0;0;4;5;0;0;0;0
41361709;Em Atividade;Urbana;Estadual;DIST FERRARIA;Campo Largo;PR;83609800;-25.462288;-49.39425;null;14;0;0;396;407;0;0;23;0;0;26;29;0;0;0;0;14;12;0;0
41125886;Em Atividade;Urbana;Municipal;GUARAITUBA;Colombo;PR;83410000;-25.354115;-49.165638;null;22;138;950;0;0;198;0;29;10;39;0;0;15;0;5;39;0;0;19;0
41126122;Em Atividade;Urbana;Estadual;SAO GABRIEL;Colombo;PR;83407000;-25.343107;-49.19715;null;15;0;0;616;361;0;0;22;0;0;33;32;0;0;0;0;22;11;0;0
41126416;Em Atividade;Urbana;Estadual;JD MILENA;Colombo;PR;83409060;-25.371735;-49.17831;null;9;0;0;427;239;52;34;22;0;0;23;27;10;11;0;0;13;8;3;1
41126017;Em Atividade;Urbana;Municipal;JD ANA MARIA;Colombo;PR;83413020;-25.382376;-49.168087;null;13;221;105;0;0;0;0;22;15;9;0;0;0;0;9;6;0;0;0;0
41491840;Em Atividade;Urbana;Privada;CENTRO;Campo Largo;PR;83601320;-25.458794;-49.52603;null;9;0;0;0;0;0;255;1;0;0;0;0;0;15;0;0;0;0;0;8
41148720;Em Atividade;Rural;Municipal;TRES CORREGOS;Campo Largo;PR;83642990;-25.221098;-49.631428;null;22;0;4;0;0;29;0;33;0;2;0;0;4;0;0;2;0;0;5;0
41148908;Em Atividade;Urbana;Municipal;PALMITAL;Colombo;PR;83414000;-25.375261;-49.161373;null;6;148;0;0;0;0;0;3;10;0;0;0;0;0;8;0;0;0;0;0
41369815;Em Atividade;Urbana;Municipal;CENTRO;Campo Largo;PR;83601040;-25.459944;-49.53164;null;7;102;0;0;0;0;0;0;8;0;0;0;0;0;7;0;0;0;0;0
41126130;Em Atividade;Urbana;Municipal;VL GUARACY;Colombo;PR;83404270;-25.373787;-49.2014;null;16;148;493;0;0;0;0;30;11;20;0;0;0;0;7;22;0;0;0;0
41125541;Em Atividade;Urbana;Estadual;CENTRO;Campo Largo;PR;83601030;-25.461184;-49.525635;null;26;0;0;757;716;0;347;41;0;0;39;44;0;34;0;0;24;20;0;10
41126319;Em Atividade;Urbana;Municipal;PQ MONTE CASTELO;Colombo;PR;83411360;-25.327122;-49.148266;null;18;135;740;0;0;0;0;19;13;35;0;0;0;0;6;30;0;0;0;0
41143639;Em Atividade;Urbana;Estadual;CENTRO;Campo Largo;PR;83601115;-25.462246;-49.53439;null;9;0;0;0;0;324;0;10;0;0;0;0;30;0;0;0;0;0;12;0
41370473;Em Atividade;Urbana;Municipal;CEZAR AUGUSTO;Colombo;PR;83402310;-25.346104;-49.227036;null;5;92;0;0;0;0;0;1;10;0;0;0;0;0;5;0;0;0;0;0
41388046;Em Atividade;Urbana;Municipal;CENTRO;Colombo;PR;83414000;-25.361732;-49.17508;null;6;139;0;0;0;0;0;1;9;0;0;0;0;0;7;0;0;0;0;0
41369831;Em Atividade;Urbana;Municipal;CENTRO;Campo Largo;PR;83601030;-25.457005;-49.53528;null;9;174;0;0;0;0;0;1;13;0;0;0;0;0;9;0;0;0;0;0
41358228;Em Atividade;Urbana;Privada;JD DAS GRACAS;Colombo;PR;83407440;-25.343546;-49.171288;null;14;27;107;0;0;0;0;0;2;5;0;0;0;0;2;5;0;0;0;0
41358333;Em Atividade;Urbana;Municipal;JD CRISTINA III;Colombo;PR;83410520;-25.353996;-49.15516;null;6;112;0;0;0;0;0;4;10;0;0;0;0;0;9;0;0;0;0;0
41376234;Em Atividade;Urbana;Municipal;BOTIATUVA;Campo Largo;PR;83602120;-25.487196;-49.52427;null;5;102;0;0;0;0;0;2;7;0;0;0;0;0;5;0;0;0;0;0
41125134;Em Atividade;Urbana;Municipal;ITAQUI;Campo Largo;PR;83604300;-25.461424;-49.56748;null;8;80;224;0;0;0;0;8;5;14;0;0;0;0;4;10;0;0;0;0
41547896;Paralisada;Urbana;Privada;JD MARAMBAIA;Colombo;PR;83404000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41361628;Em Atividade;Rural;Estadual;DIST SAO SILVESTRE;Campo Largo;PR;83646970;-25.105598;-49.650394;null;12;0;0;88;52;0;0;10;0;0;11;13;0;0;0;0;4;3;0;0
41126041;Em Atividade;Urbana;Municipal;JD DAS GRACAS;Colombo;PR;83407600;-25.33994;-49.16772;null;8;102;234;0;0;0;0;1;7;15;0;0;0;0;5;11;0;0;0;0
41125762;Em Atividade;Urbana;Municipal;JD FLORENCA;Colombo;PR;83414020;-25.291712;-49.239174;null;7;63;173;0;0;0;0;10;6;14;0;0;0;0;4;9;0;0;0;0
41388038;Em Atividade;Urbana;Municipal;JD ANA MARIA;Colombo;PR;83414000;-25.382355;-49.168346;null;5;94;0;0;0;0;0;0;11;0;0;0;0;0;5;0;0;0;0;0
41126335;Em Atividade;Urbana;Municipal;VALE VALE VERDE;Colombo;PR;83406050;-25.348179;-49.188072;null;16;195;466;0;0;0;0;26;11;22;0;0;0;0;10;20;0;0;0;0
41361636;Em Atividade;Urbana;Estadual;RIVABEM;Campo Largo;PR;83605230;-25.448826;-49.5556;null;20;0;0;375;79;0;0;14;0;0;30;25;0;0;0;0;14;5;0;0
41376269;Em Atividade;Urbana;Municipal;JD ESPERANCA;Colombo;PR;83402420;-25.3356;-49.220222;null;3;38;0;0;0;0;0;1;6;0;0;0;0;0;3;0;0;0;0;0
41151356;Em Atividade;Rural;Municipal;BATEIAS;Campo Largo;PR;83648000;-25.364376;-49.518887;null;5;83;0;0;0;0;0;1;9;0;0;0;0;0;5;0;0;0;0;0
41383397;Em Atividade;Urbana;Municipal;JD IRUAMA;Campo Largo;PR;83603123;-25.501167;-49.54092;null;6;81;180;0;0;0;0;4;4;9;0;0;0;0;4;8;0;0;0;0
41125673;Em Atividade;Urbana;Estadual;JD SANTA CLARA;Colombo;PR;83405470;-25.366798;-49.19748;null;14;0;0;544;320;0;0;23;0;0;38;34;0;0;0;0;18;10;0;0
41126556;Em Atividade;Urbana;Estadual;JD ANA MARIA;Colombo;PR;83413020;-25.38248;-49.169064;null;11;0;0;534;304;0;40;11;0;0;29;31;0;11;0;0;17;9;0;1
41372328;Em Atividade;Urbana;Municipal;PQ EMBU;Colombo;PR;83414570;-25.309273;-49.214283;null;8;93;252;0;0;0;0;5;10;16;0;0;0;0;5;12;0;0;0;0
41407229;Em Atividade;Urbana;Estadual;RIO VERDE;Colombo;PR;83405430;-25.372448;-49.19595;null;6;0;0;212;0;0;0;5;0;0;18;0;0;0;0;0;10;0;0;0
41125916;Em Atividade;Rural;Municipal;CERCADINHO;Colombo;PR;83415180;-25.25406;-49.17927;null;6;61;0;0;0;0;0;0;6;0;0;0;0;0;3;0;0;0;0;0
41370465;Em Atividade;Urbana;Municipal;CAMPO PEQUENO;Colombo;PR;83414000;-25.358767;-49.20529;null;4;72;0;0;0;0;0;0;7;0;0;0;0;0;6;0;0;0;0;0
41126211;Em Atividade;Urbana;Municipal;PLANTA BOROS;Colombo;PR;83413280;-25.38923;-49.18039;null;4;12;141;0;0;0;0;1;2;7;0;0;0;0;1;5;0;0;0;0
41124936;Em Atividade;Rural;Municipal;DIST TRES CORREGOS;Campo Largo;PR;83642970;-25.22093;-49.631527;null;22;44;170;0;0;0;0;15;4;11;0;0;0;0;3;10;0;0;0;0
41125215;Em Atividade;Urbana;Municipal;CERCADINHO;Campo Largo;PR;83607000;-25.439188;-49.45561;null;16;67;184;0;0;0;0;4;4;14;0;0;0;0;4;11;0;0;0;0
41125878;Em Atividade;Urbana;Municipal;CENTRO;Colombo;PR;83414010;-25.292618;-49.22996;null;21;39;664;0;0;0;0;33;4;34;0;0;0;0;2;30;0;0;0;0
41125290;Em Atividade;Urbana;Municipal;DIST BATEIAS;Campo Largo;PR;83648000;-25.360737;-49.51065;null;17;166;387;0;0;0;0;11;9;20;0;0;0;0;9;17;0;0;0;0
41126440;Em Atividade;Urbana;Estadual;JD PARANA;Colombo;PR;83412100;-25.375017;-49.12242;null;6;0;0;192;119;0;0;4;0;0;15;17;0;0;0;0;7;4;0;0
41125142;Em Atividade;Urbana;Municipal;JD GUARANY;Campo Largo;PR;83608440;-25.431448;-49.405846;null;6;43;131;0;0;0;0;1;3;6;0;0;0;0;3;5;0;0;0;0
41150244;Em Atividade;Urbana;Privada;ARRUDA;Colombo;PR;83401500;-25.311958;-49.22536;null;19;29;142;0;0;0;0;4;2;6;0;0;0;0;1;5;0;0;0;0
41361610;Em Atividade;Urbana;Estadual;FERRARIA;Campo Largo;PR;83609160;-25.454802;-49.39245;null;10;0;0;181;0;0;0;13;0;0;16;0;0;0;0;0;8;0;0;0
41369807;Em Atividade;Urbana;Municipal;AGUAS CLARAS;Campo Largo;PR;83602210;-25.475533;-49.54946;null;18;240;0;0;0;0;0;2;17;0;0;0;0;0;13;0;0;0;0;0
41358171;Em Atividade;Urbana;Municipal;CENTRO;Colombo;PR;83414190;-25.291285;-49.22256;null;9;169;0;0;0;0;0;0;17;0;0;0;0;0;9;0;0;0;0;0
41159730;Em Atividade;Urbana;Municipal;JARDIM PALMITAL;Colombo;PR;83413040;-25.38132;-49.172962;null;20;0;515;0;0;0;0;2;0;34;0;0;0;0;0;21;0;0;0;0
41125355;Em Atividade;Urbana;Municipal;FERRARIA;Campo Largo;PR;83609800;-25.460714;-49.403828;null;16;99;317;0;0;0;0;22;3;19;0;0;0;0;5;16;0;0;0;0
41163575;Em Atividade;Urbana;Privada;GUARAITUBA;Colombo;PR;83410090;-25.35736;-49.1609;null;16;56;61;0;0;0;0;5;3;7;0;0;0;0;3;4;0;0;0;0
41370686;Em Atividade;Urbana;Municipal;BARAO DE MAUA;Colombo;PR;83413690;-25.387503;-49.160793;null;5;90;0;0;0;0;0;7;11;0;0;0;0;0;5;0;0;0;0;0
41369840;Em Atividade;Urbana;Municipal;LOTEAMENTO HELVIDIA;Campo Largo;PR;83606598;-25.439816;-49.545383;null;5;91;0;0;0;0;0;0;7;0;0;0;0;0;5;0;0;0;0;0
41407237;Em Atividade;Urbana;Estadual;JD ESPERANCA;Colombo;PR;83402490;-25.33606;-49.22029;null;10;0;0;323;143;0;0;13;0;0;26;25;0;0;0;0;14;6;0;0
41389174;Paralisada;Urbana;Privada;JD GUILHERMINA;Colombo;PR;83410770;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41125789;Em Atividade;Urbana;Municipal;ATUBA;Colombo;PR;83408310;-25.383276;-49.18977;null;13;122;523;0;0;0;0;15;8;23;0;0;0;0;5;20;0;0;0;0
41383516;Em Atividade;Urbana;Municipal;FRANCISCO GORSKI;Campo Largo;PR;83602750;-25.492846;-49.54534;null;4;57;107;0;0;0;0;5;2;6;0;0;0;0;3;5;0;0;0;0
41125738;Em Atividade;Urbana;Municipal;JD MONZA;Colombo;PR;83406280;-25.356056;-49.190865;null;15;96;527;0;0;0;0;12;8;23;0;0;0;0;4;22;0;0;0;0
41358376;Em Atividade;Urbana;Municipal;CAMPO PEQUENO;Colombo;PR;83404680;-25.357439;-49.20893;null;5;127;0;0;0;0;0;3;10;0;0;0;0;0;7;0;0;0;0;0
41125959;Em Atividade;Urbana;Municipal;JD CARVALHO;Colombo;PR;83402130;-25.355038;-49.22031;null;5;84;0;0;0;0;0;3;11;0;0;0;0;0;5;0;0;0;0;0
41126572;Em Atividade;Urbana;Municipal;JD GUADALAJARA;Colombo;PR;83402370;-25.346418;-49.222202;null;10;99;338;0;0;0;0;10;8;15;0;0;0;0;5;14;0;0;0;0
41151917;Em Atividade;Urbana;Privada;OSASCO;Colombo;PR;83403030;-25.35396;-49.21624;null;9;65;68;0;0;0;0;0;3;4;0;0;0;0;5;7;0;0;0;0
41369823;Em Atividade;Urbana;Municipal;CENTRO;Campo Largo;PR;83601070;-25.456398;-49.528255;null;5;74;0;0;0;0;0;0;7;0;0;0;0;0;5;0;0;0;0;0
41358236;Em Atividade;Urbana;Privada;ATUBA;Colombo;PR;83408280;-25.3847;-49.187378;null;13;39;105;75;0;0;0;6;3;11;10;0;0;0;3;6;4;0;0;0
41382870;Paralisada;Urbana;Privada;MONZA;Colombo;PR;83406440;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41125029;Em Atividade;Urbana;Estadual;CENTRO;Campo Largo;PR;83601080;-25.453568;-49.53159;null;18;0;0;563;426;0;0;58;0;0;34;36;0;0;0;0;18;14;0;0
41126289;Em Atividade;Urbana;Privada;null;Colombo;PR;83414240;-25.291079;-49.222122;null;31;105;265;282;139;0;0;8;8;12;21;17;0;0;8;11;12;6;0;0
41125401;Em Atividade;Urbana;Estadual;DIST BATEIAS;Campo Largo;PR;83648000;-25.356352;-49.50767;null;12;0;0;355;224;0;33;21;0;0;25;22;0;11;0;0;13;8;0;1
41126513;Em Atividade;Urbana;Estadual;ARRUDA;Colombo;PR;83401380;-25.31941;-49.231026;null;9;0;0;398;209;0;0;13;0;0;24;24;0;0;0;0;14;8;0;0
41125665;Em Atividade;Urbana;Municipal;VL ALTO DA CRUZ;Colombo;PR;83405160;-25.368177;-49.193306;null;17;99;349;0;0;0;0;11;6;21;0;0;0;0;4;15;0;0;0;0
41358384;Em Atividade;Urbana;Municipal;VALE VERDE;Colombo;PR;83406050;-25.348448;-49.188175;null;5;167;0;0;0;0;0;0;18;0;0;0;0;0;9;0;0;0;0;0
41126408;Em Atividade;Urbana;Municipal;SAO GABRIEL;Colombo;PR;83407000;-25.342733;-49.19562;null;13;141;321;0;0;0;0;16;11;19;0;0;0;0;6;14;0;0;0;0
