COD_ESCOLA;SITUACAO_FUNCIONAMENTO;TIPO_LOCALIZACAO;TIPO_REDE;ENDERECO_BAIRRO;MUNICIPIO;ESTADO;CEP;LATITUDE;LONGITUDE;QT_SALAS_EXISTENTES;QT_SALAS_UTILIZADAS;QT_MAT_INF;QT_MAT_FUND_AI;QT_MAT_FUND_AF;QT_MAT_MED;QT_MAT_EJA;QT_MAT_PROF;QT_MAT_ESP;QT_DOC_INF;QT_DOC_FUND_AI;QT_DOC_FUND_AF;QT_DOC_MED;QT_DOC_EJA;QT_DOC_PROF;QT_TUR_INF;QT_TUR_FUND_AI;QT_TUR_FUND_AF;QT_TUR_MED;QT_TUR_EJA;QT_TUR_PROF
41132297;Em Atividade;Urbana;Estadual;SEMINARIO;Curitiba;PR;80440080;-25.447104;-49.296482;null;16;0;0;380;0;0;0;32;0;0;28;0;0;0;0;0;16;0;0;0
41377494;Em Atividade;Urbana;Privada;CAMPO COMPRIDO;Curitiba;PR;81230178;-25.462296;-49.338837;null;6;118;0;0;0;0;0;2;7;0;0;0;0;0;6;0;0;0;0;0
41164334;Em Atividade;Urbana;Privada;AGUA VERDE;Curitiba;PR;80620250;null;null;null;7;62;0;0;0;0;0;1;10;0;0;0;0;0;7;0;0;0;0;0
41153456;Em Atividade;Urbana;Municipal;PAROLIN;Curitiba;PR;80220360;-25.465473;-49.263836;null;11;178;0;0;0;0;0;2;23;0;0;0;0;0;7;0;0;0;0;0
41129636;Em Atividade;Urbana;Municipal;FAZENDINHA;Curitiba;PR;81330400;-25.487005;-49.326298;null;16;48;510;0;0;0;0;35;8;32;0;0;0;0;2;18;0;0;0;0
41130480;Em Atividade;Urbana;Municipal;PILARZINHO;Curitiba;PR;82115230;-25.379887;-49.295593;null;17;0;403;0;0;28;0;26;0;39;0;0;2;0;0;15;0;0;2;0
41131533;Em Atividade;Urbana;Municipal;BOQUEIRAO;Curitiba;PR;81670080;-25.502592;-49.24418;null;12;101;523;0;0;0;0;55;8;25;0;0;0;0;4;20;0;0;0;0
41146174;Em Atividade;Urbana;Municipal;CAJURU;Curitiba;PR;82920030;-25.44839;-49.215897;null;19;0;243;270;0;0;0;29;0;19;24;0;0;0;0;9;10;0;0;0
41131487;Em Atividade;Urbana;Privada;CENTRO CIVICO;Curitiba;PR;80530230;-25.41547;-49.26565;null;8;75;0;0;0;0;0;3;7;0;0;0;0;0;7;0;0;0;0;0
41355857;Em Atividade;Urbana;Municipal;CAJURU;Curitiba;PR;82940070;-25.46218;-49.21403;null;6;95;0;0;0;0;0;2;16;0;0;0;0;0;5;0;0;0;0;0
41154550;Paralisada;Urbana;Privada;CIDADE INDUSTRIAL;Curitiba;PR;81310000;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41162544;Em Atividade;Urbana;Municipal;SITIO CERCADO;Curitiba;PR;81900747;null;null;null;3;80;0;0;0;0;0;2;9;0;0;0;0;0;3;0;0;0;0;0
41129261;Em Atividade;Urbana;Estadual;BOQUEIRAO;Curitiba;PR;81670290;-25.503256;-49.25325;null;16;0;0;524;373;184;39;66;0;0;32;30;23;12;0;0;18;11;7;1
41149424;Em Atividade;Urbana;Privada;SANTO INACIO;Curitiba;PR;82015100;-25.414839;-49.32794;null;5;74;0;0;0;0;0;0;7;0;0;0;0;0;7;0;0;0;0;0
41133331;Em Atividade;Urbana;Municipal;PINHEIRINHO;Curitiba;PR;81150200;-25.523773;-49.29768;null;8;75;313;0;0;0;0;17;3;26;0;0;0;0;3;13;0;0;0;0
41134443;Paralisada;Urbana;Estadual;ALTO DA GLORIA;Curitiba;PR;80060195;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41387627;Em Atividade;Urbana;Privada;BAIRRO ALTO;Curitiba;PR;82820170;-25.413212;-49.214;null;6;62;0;0;0;0;0;0;7;0;0;0;0;0;12;0;0;0;0;0
41356390;Em Atividade;Urbana;Privada;CAJURU;Curitiba;PR;82960160;-25.468739;-49.206924;null;5;123;0;0;0;0;0;0;5;0;0;0;0;0;5;0;0;0;0;0
41127340;Em Atividade;Urbana;Estadual;CIC;Curitiba;PR;81170350;-25.495607;-49.338284;null;18;0;0;635;346;0;35;27;0;0;47;29;0;13;0;0;21;11;0;1
41370597;Em Atividade;Urbana;Estadual;BAIRRO ALTO;Curitiba;PR;82840320;-25.397745;-49.196575;null;20;0;0;548;400;129;36;27;0;0;41;35;17;13;0;0;21;13;5;1
41146131;Em Atividade;Urbana;Municipal;BOQUEIRAO;Curitiba;PR;81730150;-25.50686;-49.22246;null;31;0;311;0;0;0;0;311;0;38;48;0;0;0;0;19;24;0;0;0
41361920;Paralisada;Urbana;Privada;REBOUCAS;Curitiba;PR;80230030;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41356020;Em Atividade;Urbana;Municipal;CIC;Curitiba;PR;81260120;-25.48398;-49.353207;null;7;136;0;0;0;0;0;0;18;0;0;0;0;0;7;0;0;0;0;0
41602056;Em Atividade;Urbana;Privada;CAJURU;Curitiba;PR;82900300;-25.443203;-49.231884;null;16;16;113;62;36;0;0;7;4;7;9;12;0;0;2;5;4;2;0;0
41154207;Paralisada;Urbana;Privada;CAMPO COMPRIDO;Curitiba;PR;81220090;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41127730;Paralisada;Urbana;Estadual;MERCES;Curitiba;PR;80810310;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41153863;Em Atividade;Urbana;Privada;AGUA VERDE;Curitiba;PR;80610040;-25.469812;-49.28993;null;10;80;0;0;0;0;0;2;7;0;0;0;0;0;15;0;0;0;0;0
41387414;Paralisada;Urbana;Privada;REBOUCAS;Curitiba;PR;80230110;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41370660;Em Atividade;Urbana;Municipal;SITIO CERCADO;Curitiba;PR;81935000;-25.55823;-49.257694;null;6;143;0;0;0;0;0;10;18;0;0;0;0;0;6;0;0;0;0;0
41378741;Em Atividade;Urbana;Privada;SITIO CERCADO;Curitiba;PR;81900180;-25.542633;-49.27282;null;7;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41356772;Em Atividade;Urbana;Municipal;SITIO CERCADO;Curitiba;PR;81900440;-25.54109;-49.271236;null;18;117;0;0;0;0;0;1;19;0;0;0;0;0;6;0;0;0;0;0
41130340;Em Atividade;Urbana;Estadual;BATEL;Curitiba;PR;80440020;-25.43937;-49.29183;null;15;0;0;389;527;0;166;37;0;0;33;32;0;19;0;0;15;15;0;7
41130413;Em Atividade;Urbana;Municipal;PINHEIRINHO;Curitiba;PR;81870160;-25.529863;-49.282524;null;9;47;310;0;0;0;0;15;2;24;0;0;0;0;2;12;0;0;0;0
41128516;Em Atividade;Urbana;Estadual;CIC;Curitiba;PR;81460157;-25.527374;-49.33393;null;24;0;0;598;370;0;107;41;0;0;33;30;0;20;0;0;21;12;0;4
41353757;Em Atividade;Urbana;Municipal;XAXIM;Curitiba;PR;82710240;-25.498402;-49.259247;null;5;105;0;0;0;0;0;4;16;0;0;0;0;0;5;0;0;0;0;0
41151801;Paralisada;Urbana;Privada;CENTRO;Curitiba;PR;80010020;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41162633;Em Atividade;Urbana;Municipal;CENTRO;Curitiba;PR;80410210;null;null;null;9;134;0;0;0;0;0;6;14;0;0;0;0;0;5;0;0;0;0;0
41128460;Em Atividade;Urbana;Municipal;AUGUSTA;Curitiba;PR;81265340;-25.478754;-49.359795;null;5;0;194;0;0;0;0;9;0;12;0;0;0;0;0;9;0;0;0;0
41161300;Em Atividade;Urbana;Privada;ALTO DA RUA XV;Curitiba;PR;80045400;-25.42665;-49.24368;null;5;23;0;0;0;0;0;0;3;0;0;0;0;0;4;0;0;0;0;0
41128176;Em Atividade;Urbana;Estadual;TARUMA;Curitiba;PR;82820130;-25.42495;-49.2036;null;16;0;0;216;214;47;28;24;0;0;17;26;19;12;0;0;9;9;5;1
41359887;Em Atividade;Urbana;Privada;SANTA QUITERIA;Curitiba;PR;80310130;-25.463055;-49.308857;null;5;79;0;0;0;0;0;1;10;0;0;0;0;0;5;0;0;0;0;0
41148983;Em Atividade;Urbana;Privada;TABOAO;Curitiba;PR;82130492;-25.377232;-49.2794;null;6;54;0;0;0;0;0;2;5;0;0;0;0;0;5;0;0;0;0;0
41356497;Em Atividade;Urbana;Municipal;VISTA ALEGRE;Curitiba;PR;82820000;-25.410461;-49.299072;null;8;105;0;0;0;0;0;1;18;0;0;0;0;0;5;0;0;0;0;0
41151810;Em Atividade;Urbana;Privada;VISTA ALEGRE;Curitiba;PR;80810300;-25.4096;-49.2918;null;20;79;233;22;0;0;0;4;5;15;8;0;0;0;5;12;1;0;0;0
41128702;Em Atividade;Urbana;Privada;SANTA CANDIDA;Curitiba;PR;82640350;-25.3816;-49.235546;null;23;148;376;317;162;0;0;14;11;19;16;14;0;0;8;14;12;4;0;0
41156137;Em Atividade;Urbana;Privada;SANTA QUITERIA;Curitiba;PR;80310010;-25.459267;-49.308296;null;7;50;0;0;0;0;0;0;7;0;0;0;0;0;6;0;0;0;0;0
41386787;Em Atividade;Urbana;Municipal;AUGUSTA;Curitiba;PR;81265440;-25.489925;-49.357224;null;8;141;0;0;0;0;0;0;23;0;0;0;0;0;7;0;0;0;0;0
41162080;Em Atividade;Urbana;Privada;CAPAO RASO;Curitiba;PR;81110400;-25.50375;-49.289402;null;6;127;0;0;0;0;0;1;6;0;0;0;0;0;6;0;0;0;0;0
41130162;Em Atividade;Urbana;Estadual;CAPAO RASO;Curitiba;PR;81110260;-25.502312;-49.289356;null;16;0;0;258;233;0;0;18;0;0;22;20;0;0;0;0;10;7;0;0
41132076;Em Atividade;Urbana;Privada;CAMPINA DO SIQUEIRA;Curitiba;PR;80740100;-25.440184;-49.314266;null;3;0;223;106;0;0;0;5;0;20;14;0;0;0;0;11;5;0;0;0
41132548;Em Atividade;Urbana;Privada;BOQUEIRAO;Curitiba;PR;81650040;-25.48586;-49.24133;null;10;0;80;23;0;0;0;0;0;9;7;0;0;0;0;6;3;0;0;0
41374835;Em Atividade;Urbana;Municipal;TATUQUARA;Curitiba;PR;81470400;-25.57291;-49.337498;null;15;124;664;0;0;50;0;15;5;35;0;0;3;0;5;23;0;0;3;0
41129113;Paralisada;Urbana;Privada;AGUA VERDE;Curitiba;PR;80240110;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41127820;Em Atividade;Urbana;Estadual;CIC;Curitiba;PR;81170110;-25.511637;-49.31982;null;17;0;0;545;713;0;187;49;0;0;31;41;0;23;0;0;17;19;0;5
41131495;Em Atividade;Urbana;Estadual;VL LINDOIA;Curitiba;PR;81010250;-25.48144;-49.277107;null;17;0;0;274;186;0;0;16;0;0;29;23;0;0;0;0;11;6;0;0
41410637;Em Atividade;Urbana;Privada;CAJURU;Curitiba;PR;82980200;-25.476751;-49.196285;null;3;30;0;0;0;0;0;0;4;0;0;0;0;0;3;0;0;0;0;0
41128958;Em Atividade;Urbana;Municipal;GUABIROTUBA;Curitiba;PR;81510640;-25.478859;-49.239304;null;13;69;399;0;0;1;0;31;10;22;0;0;5;0;3;16;0;0;1;0
41163346;Em Atividade;Urbana;Municipal;CIDADE INDUSTRIAL;Curitiba;PR;81170150;null;null;null;11;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41161920;Paralisada;Urbana;Privada;NOVO MUNDO;Curitiba;PR;81020100;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41134249;Em Atividade;Urbana;Privada;CIDADE INDUSTRIAL;Curitiba;PR;81270010;-25.446505;-49.346687;null;14;75;155;98;0;0;0;1;7;11;8;0;0;0;6;8;5;0;0;0
41355717;Em Atividade;Urbana;Municipal;SITIO CERCADO;Curitiba;PR;81900620;-25.54019;-49.269608;null;16;297;0;0;0;0;0;4;44;0;0;0;0;0;14;0;0;0;0;0
41602919;Em Atividade;Urbana;Privada;BOQUEIRAO;Curitiba;PR;81650000;-25.495201;-49.241337;null;16;0;0;171;267;0;0;6;0;0;15;28;0;0;0;0;5;4;0;0
41387317;Extinta no Ano do Censo;Urbana;Privada;TATUQUARA;Curitiba;PR;81480206;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41128672;Em Atividade;Urbana;Municipal;BAIRRO ALTO;Curitiba;PR;82820290;-25.414473;-49.206463;null;19;24;491;0;0;0;0;11;1;59;0;0;0;0;1;17;0;0;0;0
41376811;Paralisada;Urbana;Privada;SITIO CERCADO;Curitiba;PR;81900310;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41157028;Em Atividade;Urbana;Municipal;UMBARA;Curitiba;PR;81930800;-25.553068;-49.290676;null;6;119;0;0;0;0;0;0;20;0;0;0;0;0;5;0;0;0;0;0
41158377;Em Atividade;Urbana;Municipal;AUGUSTA;Curitiba;PR;81265360;-25.47998;-49.357098;null;6;70;0;0;0;0;0;3;7;0;0;0;0;0;5;0;0;0;0;0
41133471;Em Atividade;Urbana;Estadual;CAJURU;Curitiba;PR;82960000;-25.464815;-49.205154;null;21;0;0;835;400;0;80;59;0;0;52;30;0;16;0;0;25;12;0;2
41133650;Em Atividade;Urbana;Municipal;SANTA FELICIDADE;Curitiba;PR;82410380;-25.375507;-49.327183;null;7;98;297;0;0;0;0;16;7;20;0;0;0;0;4;10;0;0;0;0
41374010;Em Atividade;Urbana;Privada;CAJURU;Curitiba;PR;82960200;-25.466438;-49.2109;null;28;156;443;395;184;0;0;13;13;18;16;17;0;0;9;16;12;4;0;0
41387562;Em Atividade;Urbana;Privada;REBOUCAS;Curitiba;PR;80230010;-25.43935;-49.27051;null;6;123;0;0;0;0;0;7;8;0;0;0;0;0;9;0;0;0;0;0
41384474;Em Atividade;Urbana;Municipal;CAMPO DE SANTANA;Curitiba;PR;81490524;-25.590439;-49.335857;null;10;25;596;0;0;0;0;15;4;33;0;0;0;0;1;19;0;0;0;0
41127420;Em Atividade;Urbana;Estadual;FAZENDINHA;Curitiba;PR;81330430;-25.486473;-49.327232;null;21;0;0;636;440;73;37;51;0;0;44;37;11;13;0;0;22;13;3;1
41154215;Em Atividade;Urbana;Privada;SITIO CERCADO;Curitiba;PR;81925030;-25.54229;-49.266613;null;8;64;0;0;0;0;0;1;7;0;0;0;0;0;7;0;0;0;0;0
41156307;Em Atividade;Urbana;Privada;CAPAO DA IMBUIA;Curitiba;PR;82810030;-25.447319;-49.223125;null;6;27;0;0;0;0;0;0;5;0;0;0;0;0;4;0;0;0;0;0
41149840;Em Atividade;Urbana;Privada;MERCES;Curitiba;PR;80810100;-25.419968;-49.28752;null;9;40;0;0;0;0;0;0;5;0;0;0;0;0;6;0;0;0;0;0
41147243;Em Atividade;Urbana;Privada;SANTA CANDIDA;Curitiba;PR;82630490;-25.37277;-49.21831;null;5;49;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0
41355555;Em Atividade;Urbana;Municipal;TATUQUARA;Curitiba;PR;81940160;-25.554054;-49.294754;null;8;196;0;0;0;0;0;4;29;0;0;0;0;0;8;0;0;0;0;0
41129806;Em Atividade;Urbana;Estadual;CAPAO RASO;Curitiba;PR;81020650;-25.496355;-49.280777;null;14;0;0;277;0;0;0;10;0;0;27;0;0;0;0;0;11;0;0;0
41128753;Em Atividade;Urbana;Estadual;GANCHINHO;Curitiba;PR;81935446;-25.554186;-49.246773;null;23;0;0;874;597;0;0;66;0;0;46;42;0;0;0;0;29;17;0;0
41150236;Em Atividade;Urbana;Privada;ALTO DA GLORIA;Curitiba;PR;80030360;-25.4149;-49.26192;null;11;98;0;0;0;0;0;1;9;0;0;0;0;0;10;0;0;0;0;0
41149572;Em Atividade;Urbana;Privada;VILA IZABEL;Curitiba;PR;80320220;-25.45542;-49.29026;null;8;30;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;0
41131924;Em Atividade;Urbana;Municipal;CAJURU;Curitiba;PR;82950070;-25.45076;-49.21819;null;43;177;556;420;0;0;0;80;18;40;29;0;0;0;8;20;13;0;0;0
41128362;Em Atividade;Urbana;Estadual;UMBARA;Curitiba;PR;81940290;-25.56911;-49.285393;null;25;0;0;809;783;0;0;51;0;0;47;44;0;0;0;0;27;23;0;0
41355563;Em Atividade;Urbana;Municipal;SITIO CERCADO;Curitiba;PR;81910200;-25.52889;-49.26914;null;6;147;0;0;0;0;0;2;22;0;0;0;0;0;6;0;0;0;0;0
41128664;Em Atividade;Urbana;Estadual;SANTA CANDIDA;Curitiba;PR;82630370;-25.367174;-49.210712;null;11;0;0;375;206;0;0;31;0;0;32;28;0;0;0;0;15;8;0;0
41390024;Em Atividade;Urbana;Privada;CENTRO;Curitiba;PR;80420080;-25.436089;-49.277203;null;16;0;0;0;150;0;0;1;0;0;0;45;0;0;0;0;0;4;0;0
41370678;Em Atividade;Urbana;Municipal;CACHOEIRA;Curitiba;PR;82710410;-25.35286;-49.262627;null;6;150;0;0;0;0;0;2;21;0;0;0;0;0;6;0;0;0;0;0
41356349;Em Atividade;Urbana;Municipal;CIC;Curitiba;PR;81270102;-25.45692;-49.350185;null;5;120;0;0;0;0;0;4;19;0;0;0;0;0;5;0;0;0;0;0
41151313;Em Atividade;Urbana;Municipal;SAO MIGUEL;Curitiba;PR;81452330;-25.5077;-49.35423;null;10;99;230;0;0;0;0;3;9;14;0;0;0;0;4;9;0;0;0;0
41131592;Em Atividade;Urbana;Estadual;JD SOCIAL;Curitiba;PR;82520000;-25.412725;-49.231876;null;24;0;0;414;65;0;0;19;0;0;28;13;0;0;0;0;16;2;0;0
41131053;Em Atividade;Urbana;Privada;BACACHERI;Curitiba;PR;82520740;-25.40867;-49.22662;null;12;0;0;0;0;191;0;191;0;0;0;0;18;0;0;0;0;0;17;0
41128745;Em Atividade;Urbana;Municipal;XAXIM;Curitiba;PR;81830290;-25.523283;-49.26659;null;16;41;324;0;0;17;0;13;5;32;0;0;1;0;2;12;0;0;2;0
41356560;Em Atividade;Urbana;Municipal;CIC;Curitiba;PR;81280090;-25.438892;-49.360264;null;5;113;0;0;0;0;0;1;10;0;0;0;0;0;5;0;0;0;0;0
41129580;Em Atividade;Urbana;Estadual;VL LEONICE;Curitiba;PR;82710250;-25.356085;-49.25339;null;12;0;0;342;114;0;0;12;0;0;27;14;0;0;0;0;13;5;0;0
41543890;Em Atividade;Urbana;Municipal;UBERABA;Curitiba;PR;81590572;-25.489973;-49.19952;null;6;144;0;0;0;0;0;1;17;0;0;0;0;0;6;0;0;0;0;0
41387600;Em Atividade;Urbana;Privada;CENTRO;Curitiba;PR;80410140;-25.429932;-49.278507;null;7;20;0;0;0;0;0;0;4;0;0;0;0;0;5;0;0;0;0;0
41151950;Em Atividade;Urbana;Privada;BARREIRINHA;Curitiba;PR;82220045;-25.36341;-49.266354;null;5;53;0;0;0;0;0;0;6;0;0;0;0;0;6;0;0;0;0;0
41386760;Em Atividade;Urbana;Municipal;SITIO CERCADO;Curitiba;PR;81900440;-25.525497;-49.28313;null;10;58;0;0;0;0;0;4;6;0;0;0;0;0;3;0;0;0;0;0
41130057;Em Atividade;Urbana;Estadual;XAXIM;Curitiba;PR;81810000;-25.515364;-49.27682;null;22;0;0;534;603;0;164;31;0;0;36;41;0;33;0;0;18;17;0;6
41128400;Paralisada;Urbana;Estadual;NOVO MUNDO;Curitiba;PR;81020220;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41382200;Em Atividade;Urbana;Privada;SAO BRAZ;Curitiba;PR;82315220;null;null;null;4;17;0;0;0;0;0;2;5;0;0;0;0;0;6;0;0;0;0;0
41389980;Paralisada;Urbana;Privada;REBOUCAS;Curitiba;PR;80230010;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41133170;Em Atividade;Urbana;Privada;BATEL;Curitiba;PR;80240000;-25.444435;-49.286407;null;26;116;149;0;0;0;0;10;12;11;0;0;0;0;8;7;0;0;0;0
41157460;Extinta no Ano do Censo;Urbana;Privada;VILA IZABEL;Curitiba;PR;80320290;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41370651;Em Atividade;Urbana;Privada;SEMINARIO;Curitiba;PR;80240530;-25.45312;-49.300236;null;6;0;93;0;0;0;0;93;0;18;0;0;0;0;0;18;0;0;0;0
41151321;Em Atividade;Urbana;Municipal;PAROLIN;Curitiba;PR;80220360;-25.465153;-49.26373;null;14;0;395;0;0;0;0;28;0;38;0;0;0;0;0;17;0;0;0;0
41355474;Em Atividade;Urbana;Municipal;UBERABA;Curitiba;PR;81580510;-25.49661;-49.214176;null;5;107;0;0;0;0;0;1;12;0;0;0;0;0;5;0;0;0;0;0
41360370;Em Atividade;Urbana;Privada;BOA VISTA;Curitiba;PR;82540320;-25.38638;-49.25893;null;13;247;0;0;0;0;0;2;19;0;0;0;0;0;14;0;0;0;0;0
41155815;Em Atividade;Urbana;Privada;MOSSUNGUE;Curitiba;PR;82305100;-25.432503;-49.32461;null;42;0;775;605;293;0;0;129;0;38;23;20;0;0;0;29;17;7;0;0
41542894;Em Atividade;Urbana;Municipal;SITIO CERCADO;Curitiba;PR;81920040;-25.537394;-49.25321;null;8;131;0;0;0;0;0;4;22;0;0;0;0;0;6;0;0;0;0;0
41163257;Em Atividade;Urbana;Privada;BIGORRILHO;Curitiba;PR;80730180;-25.435026;-49.288994;null;8;50;0;0;0;0;0;0;4;0;0;0;0;0;4;0;0;0;0;0
41146441;Paralisada;Urbana;Privada;JARDIM DAS AMERICAS;Curitiba;PR;81530410;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41164679;Em Atividade;Urbana;Privada;NOVO MUNDO;Curitiba;PR;81050001;null;null;null;35;0;0;0;0;0;24;0;0;0;0;0;0;10;0;0;0;0;0;2
41160550;Em Atividade;Urbana;Privada;CAJURU;Curitiba;PR;82920080;-25.449453;-49.210293;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41356055;Em Atividade;Urbana;Municipal;REBOUCAS;Curitiba;PR;80215170;-25.447292;-49.25769;null;8;84;0;0;0;0;0;4;13;0;0;0;0;0;4;0;0;0;0;0
41370627;Em Atividade;Urbana;Estadual;SITIO CERCADO;Curitiba;PR;81920090;-25.537668;-49.256157;null;16;0;0;835;441;0;31;50;0;0;39;41;0;13;0;0;26;14;0;1
41158750;Em Atividade;Urbana;Privada;HAUER;Curitiba;PR;81610020;-25.483042;-49.245033;null;16;0;0;0;252;0;0;3;0;0;0;22;0;0;0;0;0;3;0;0
41148975;Extinta no Ano do Censo;Urbana;Privada;GUAIRA;Curitiba;PR;80630020;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41597893;Em Atividade;Urbana;Privada;CAMPO COMPRIDO;Curitiba;PR;80230010;-25.45001;-49.32401;null;19;49;55;0;0;0;0;0;4;7;0;0;0;0;4;5;0;0;0;0
41134397;Em Atividade;Urbana;Municipal;BOQUEIRAO;Curitiba;PR;81730070;-25.502365;-49.227844;null;10;20;273;0;0;0;0;8;1;20;0;0;0;0;1;10;0;0;0;0
41356160;Em Atividade;Urbana;Municipal;NOVO MUNDO;Curitiba;PR;81050610;-25.4837;-49.313503;null;6;98;0;0;0;0;0;3;17;0;0;0;0;0;5;0;0;0;0;0
41156099;Em Atividade;Urbana;Privada;PORTAO;Curitiba;PR;80610310;-25.470139;-49.290344;null;12;56;0;0;0;0;0;0;5;0;0;0;0;0;6;0;0;0;0;0
41376846;Em Atividade;Urbana;Privada;PORTAO;Curitiba;PR;80610320;-25.467466;-49.29191;null;26;0;102;145;75;0;0;5;0;8;14;22;0;0;0;5;5;3;0;0
41133412;Em Atividade;Urbana;Estadual;VL HAUER;Curitiba;PR;81630050;-25.480413;-49.25372;null;16;0;0;237;149;0;0;13;0;0;25;23;0;0;0;0;9;6;0;0
41161408;Em Atividade;Urbana;Privada;SAO FRANCISCO;Curitiba;PR;80510070;-25.424671;-49.272224;null;24;0;0;0;0;0;344;5;0;0;0;0;0;10;0;0;0;0;0;18
41131967;Em Atividade;Urbana;Estadual;JD LOS ANGELES;Curitiba;PR;80310570;-25.463488;-49.308285;null;14;0;0;509;280;0;0;33;0;0;27;28;0;0;0;0;18;10;0;0
41149629;Em Atividade;Urbana;Privada;BOA VISTA;Curitiba;PR;82560430;-25.390997;-49.24229;null;3;28;0;0;0;0;0;1;3;0;0;0;0;0;3;0;0;0;0;0
41131916;Em Atividade;Urbana;Municipal;CIC;Curitiba;PR;81250410;-25.48064;-49.34746;null;10;49;299;0;0;0;0;26;6;22;0;0;0;0;2;14;0;0;0;0
41127323;Em Atividade;Urbana;Municipal;BAIRRO ALTO;Curitiba;PR;82840310;-25.403933;-49.207127;null;15;95;571;0;0;13;0;32;9;34;0;0;2;0;4;23;0;0;2;0
41130103;Em Atividade;Urbana;Estadual;NOVO MUNDO;Curitiba;PR;81050080;-25.485863;-49.30459;null;16;0;0;229;147;0;0;20;0;0;22;28;0;0;0;0;9;6;0;0
41160304;Em Atividade;Urbana;Privada;XAXIM;Curitiba;PR;81810520;-25.50328;-49.27314;null;4;23;0;0;0;0;0;0;6;0;0;0;0;0;5;0;0;0;0;0
41131304;Em Atividade;Urbana;Privada;CAJURU;Curitiba;PR;82970000;-25.47093;-49.21177;null;33;96;291;203;107;0;0;11;9;15;18;12;0;0;7;12;8;3;0;0
41428846;Em Atividade;Urbana;Estadual;SANTA FELICIDADE;Curitiba;PR;82400000;-25.399977;-49.33881;null;19;0;60;0;0;59;0;119;0;23;0;0;21;0;0;6;0;0;15;0
41610890;Em Atividade;Urbana;Privada;CABRAL;Curitiba;PR;80035030;-25.41167;-49.250675;null;17;96;188;0;0;0;0;2;7;14;0;0;0;0;9;11;0;0;0;0
41149599;Em Atividade;Urbana;Privada;SANTA FELICIDADE;Curitiba;PR;82320120;-25.405558;-49.3401;null;8;55;0;0;0;0;0;3;8;0;0;0;0;0;8;0;0;0;0;0
41131193;Em Atividade;Urbana;Municipal;PORTAO;Curitiba;PR;80610150;-25.474789;-49.286102;null;13;67;300;0;0;0;0;8;7;23;0;0;0;0;3;11;0;0;0;0
41163087;Em Atividade;Urbana;Municipal;UBERABA;Curitiba;PR;81590040;null;null;null;6;115;0;0;0;0;0;1;20;0;0;0;0;0;6;0;0;0;0;0
41160100;Paralisada;Urbana;Privada;AGUA VERDE;Curitiba;PR;80620410;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41132955;Em Atividade;Urbana;Estadual;BOQUEIRAO;Curitiba;PR;81770220;-25.529781;-49.24042;null;20;0;0;521;389;0;30;66;0;0;34;30;0;12;0;0;17;12;0;1
41460839;Paralisada;Urbana;Privada;SAO FRANCISCO;Curitiba;PR;80510220;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null;null
41158369;Em Atividade;Urbana;Municipal;AUGUSTA;Curitiba;PR;81265360;-25.47955;-49.357815;null;8;101;0;0;0;0;0;0;9;0;0;0;0;0;4;0;0;0;0;0
41387333;Em Atividade;Urbana;Privada;PORTAO;Curitiba;PR;80330080;-25.467289;-49.30865;null;5;0;89;0;0;0;0;4;0;3;0;0;0;0;0;5;0;0;0;0
